r0a,r0b,r0c,r1a,r1b,r1c,t0,t1,extinct,fixed,balanced,cycle,glider,growing,unresolved,maxperiod,periodmask,maxtransient,nonpow2,maxactive,balanced0,cycle0
1,-1,-1,0,1,1,0,1,0,5970,0,0,0,43182,0,0,0,6,0,0,0,0
1,-1,-1,0,1,1,1,0,0,49152,0,0,0,0,0,0,0,5,0,0,0,0
1,-1,-1,0,1,1,0,0,0,13257,6300,0,0,29595,0,0,0,6,0,4,1472,0
1,-1,-1,0,1,1,1,1,0,12352,4032,0,0,32768,0,0,0,6,0,4,1472,0
1,-1,-1,1,-1,-1,0,1,0,651,0,0,0,48501,0,0,0,0,0,0,0,0
1,-1,-1,1,-1,-1,1,0,0,651,0,0,0,48501,0,0,0,0,0,0,0,0
1,-1,-1,1,-1,-1,0,0,0,651,19137,0,0,29364,0,0,0,5,0,6,11181,0
1,-1,-1,1,-1,-1,1,1,0,651,19137,0,0,29364,0,0,0,5,0,6,11181,0
1,-1,-1,1,-1,0,0,1,0,2688,0,0,0,46464,0,0,0,7,0,0,0,0
1,-1,-1,1,-1,0,1,0,0,651,0,0,0,48501,0,0,0,0,0,0,0,0
1,-1,-1,1,-1,0,0,0,0,651,0,0,0,48501,0,0,0,0,0,0,0,0
1,-1,-1,1,-1,0,1,1,0,2688,0,46464,0,0,0,2,4,7,0,0,0,10095
1,-1,-1,1,-1,1,0,1,0,1504,0,18284,0,29364,0,2,4,5,0,0,0,6914
1,-1,-1,1,-1,1,1,0,0,2799,0,46353,0,0,0,2,4,8,0,0,0,6914
1,-1,-1,1,-1,1,0,0,0,1812,0,17976,0,29364,0,4,20,7,0,0,0,9994
1,-1,-1,1,-1,1,1,1,0,1812,0,47340,0,0,0,4,20,7,0,0,0,9994
1,-1,-1,1,0,-1,0,1,0,19788,0,0,0,29364,0,0,0,5,0,0,0,0
1,-1,-1,1,0,-1,1,0,0,49152,0,0,0,0,0,0,0,4,0,0,0,0
1,-1,-1,1,0,-1,0,0,0,19788,0,0,0,29364,0,0,0,5,0,0,0,0
1,-1,-1,1,0,-1,1,1,0,49152,0,0,0,0,0,0,0,4,0,0,0,0
1,-1,-1,1,0,0,0,1,0,19788,0,0,0,29364,0,0,0,5,0,0,0,0
1,-1,-1,1,0,0,1,0,0,49152,0,0,0,0,0,0,0,4,0,0,0,0
1,-1,-1,1,0,0,0,0,0,19788,0,0,0,29364,0,0,0,5,0,0,0,0
1,-1,-1,1,0,0,1,1,0,49152,0,0,0,0,0,0,0,4,0,0,0,0
1,-1,-1,1,0,1,0,1,0,19788,0,0,0,29364,0,0,0,5,0,0,0,0
1,-1,-1,1,0,1,1,0,0,49152,0,0,0,0,0,0,0,4,0,0,0,0
1,-1,-1,1,0,1,0,0,0,19788,0,0,0,29364,0,0,0,5,0,0,0,0
1,-1,-1,1,0,1,1,1,0,49152,0,0,0,0,0,0,0,4,0,0,0,0
1,-1,-1,1,1,-1,0,1,0,19788,0,0,0,29364,0,0,0,5,0,0,0,0
1,-1,-1,1,1,-1,1,0,0,49152,0,0,0,0,0,0,0,4,0,0,0,0
1,-1,-1,1,1,-1,0,0,0,19788,0,0,0,29364,0,0,0,5,0,0,0,0
1,-1,-1,1,1,-1,1,1,0,49152,0,0,0,0,0,0,0,4,0,0,0,0
1,-1,-1,1,1,0,0,1,0,19788,0,0,0,29364,0,0,0,5,0,0,0,0
1,-1,-1,1,1,0,1,0,0,49152,0,0,0,0,0,0,0,4,0,0,0,0
1,-1,-1,1,1,0,0,0,0,19788,0,0,0,29364,0,0,0,5,0,0,0,0
1,-1,-1,1,1,0,1,1,0,49152,0,0,0,0,0,0,0,4,0,0,0,0
1,-1,-1,1,1,1,0,1,0,19788,0,0,0,29364,0,0,0,5,0,0,0,0
1,-1,-1,1,1,1,1,0,0,49152,0,0,0,0,0,0,0,4,0,0,0,0
1,-1,-1,1,1,1,0,0,0,19788,0,0,0,29364,0,0,0,5,0,0,0,0
1,-1,-1,1,1,1,1,1,0,49152,0,0,0,0,0,0,0,4,0,0,0,0
1,-1,0,-1,-1,-1,0,1,0,49152,0,0,0,0,0,0,0,7,0,0,0,0
1,-1,0,-1,-1,-1,1,0,0,11832,0,37320,0,0,0,2,4,0,0,0,0,37320
1,-1,0,-1,-1,-1,0,0,0,49152,0,0,0,0,0,0,0,7,0,0,0,0
1,-1,0,-1,-1,-1,1,1,0,11832,0,37320,0,0,0,2,4,0,0,0,0,37320
1,-1,0,-1,-1,0,0,1,0,49152,0,0,0,0,0,0,0,7,0,0,0,0
1,-1,0,-1,-1,0,1,0,0,11832,0,37320,0,0,0,2,4,0,0,0,0,37320
1,-1,0,-1,-1,0,0,0,0,49152,0,0,0,0,0,0,0,7,0,0,0,0
1,-1,0,-1,-1,0,1,1,0,11832,0,37320,0,0,0,2,4,0,0,0,0,37320
1,-1,0,-1,-1,1,0,1,0,49152,0,0,0,0,0,0,0,7,0,0,0,0
1,-1,0,-1,-1,1,1,0,0,11832,0,37320,0,0,0,2,4,0,0,0,0,37320
1,-1,0,-1,-1,1,0,0,0,49152,0,0,0,0,0,0,0,7,0,0,0,0
1,-1,0,-1,-1,1,1,1,0,11832,0,37320,0,0,0,2,4,0,0,0,0,37320
1,-1,0,-1,0,-1,0,1,0,49152,0,0,0,0,0,0,0,7,0,0,0,0
1,-1,0,-1,0,-1,1,0,0,11832,0,37320,0,0,0,2,4,0,0,0,0,37320
1,-1,0,-1,0,-1,0,0,0,49152,0,0,0,0,0,0,0,7,0,0,0,0
1,-1,0,-1,0,-1,1,1,0,11832,0,37320,0,0,0,2,4,0,0,0,0,37320
1,-1,0,-1,0,0,0,1,0,49152,0,0,0,0,0,0,0,7,0,0,0,0
1,-1,0,-1,0,0,1,0,0,11832,0,37320,0,0,0,2,4,0,0,0,0,37320
1,-1,0,-1,0,0,0,0,0,49152,0,0,0,0,0,0,0,7,0,0,0,0
1,-1,0,-1,0,0,1,1,0,11832,0,37320,0,0,0,2,4,0,0,0,0,37320
1,-1,0,-1,0,1,0,1,0,49152,0,0,0,0,0,0,0,7,0,0,0,0
1,-1,0,-1,0,1,1,0,0,11832,0,37320,0,0,0,2,4,0,0,0,0,37320
1,-1,0,-1,0,1,0,0,0,49152,0,0,0,0,0,0,0,7,0,0,0,0
1,-1,0,-1,0,1,1,1,0,11832,0,37320,0,0,0,2,4,0,0,0,0,37320
1,-1,0,-1,1,-1,0,1,0,29408,0,19744,0,0,0,2,4,8,0,0,0,4032
1,-1,0,-1,1,-1,1,0,0,12784,0,36368,0,0,0,2,4,6,0,0,0,23304
1,-1,0,-1,1,-1,0,0,0,16252,13156,19744,0,0,0,2,4,7,0,6,2720,4896
1,-1,0,-1,1,-1,1,1,0,7680,5104,36368,0,0,0,2,4,4,0,6,2720,27880
1,-1,0,-1,1,0,0,1,13,49139,0,0,0,0,0,0,0,7,0,0,0,0
1,-1,0,-1,1,0,1,0,0,3840,0,45312,0,0,0,2,4,0,0,0,0,45312
1,-1,0,-1,1,0,0,0,0,14880,0,34272,0,0,0,2,4,7,0,0,0,7992
1,-1,0,-1,1,0,1,1,0,14880,0,34272,0,0,0,2,4,7,0,0,0,7992
1,-1,0,-1,1,1,0,1,0,19788,0,0,0,29364,0,0,0,7,0,0,0,0
1,-1,0,-1,1,1,1,0,0,14400,0,34752,0,0,0,2,4,4,0,0,0,7992
1,-1,0,-1,1,1,0,0,0,49152,0,0,0,0,0,0,0,8,0,0,0,0
1,-1,0,-1,1,1,1,1,0,6396,0,13392,0,29364,0,2,4,5,0,0,0,7992
1,-1,0,0,-1,-1,0,1,0,128,0,0,0,49024,0,0,0,7,0,0,0,0
1,-1,0,0,-1,-1,1,0,0,21,0,0,0,49131,0,0,0,0,0,0,0,0
1,-1,0,0,-1,-1,0,0,0,128,0,49024,0,0,0,2,4,7,0,0,0,9447
1,-1,0,0,-1,-1,1,1,0,21,0,0,0,49131,0,0,0,0,0,0,0,0
1,-1,0,0,-1,0,0,1,6528,42624,0,0,0,0,0,0,0,8,0,0,0,0
1,-1,0,0,-1,0,1,0,0,6528,0,42624,0,0,0,2,4,14,0,0,0,630
1,-1,0,0,-1,0,0,0,0,128,27360,21664,0,0,0,2,4,7,0,6,6507,5304
1,-1,0,0,-1,0,1,1,128,2560,46464,0,0,0,0,0,0,8,0,6,6507,0
1,-1,0,0,-1,1,0,1,0,128,0,49024,0,0,0,8,276,9,0,0,0,6880
1,-1,0,0,-1,1,1,0,0,1244,0,47908,0,0,0,16,65812,8,0,0,0,25980
1,-1,0,0,-1,1,0,0,0,128,0,49024,0,0,0,8,276,9,0,0,0,6880
1,-1,0,0,-1,1,1,1,0,1244,0,47908,0,0,0,16,65812,8,0,0,0,25980
1,-1,0,0,0,-1,0,1,0,49152,0,0,0,0,0,0,0,7,0,0,0,0
1,-1,0,0,0,-1,1,0,0,11832,0,37320,0,0,0,2,4,0,0,0,0,37320
1,-1,0,0,0,-1,0,0,0,49152,0,0,0,0,0,0,0,7,0,0,0,0
1,-1,0,0,0,-1,1,1,0,11832,0,37320,0,0,0,2,4,0,0,0,0,37320
1,-1,0,0,0,0,0,1,0,49152,0,0,0,0,0,0,0,7,0,0,0,0
1,-1,0,0,0,0,1,0,0,11832,0,37320,0,0,0,2,4,0,0,0,0,37320
1,-1,0,0,0,0,0,0,0,49152,0,0,0,0,0,0,0,7,0,0,0,0
1,-1,0,0,0,0,1,1,0,11832,0,37320,0,0,0,2,4,0,0,0,0,37320
1,-1,0,0,0,1,0,1,0,49152,0,0,0,0,0,0,0,7,0,0,0,0
1,-1,0,0,0,1,1,0,0,11832,0,37320,0,0,0,2,4,0,0,0,0,37320
1,-1,0,0,0,1,0,0,0,49152,0,0,0,0,0,0,0,7,0,0,0,0
1,-1,0,0,0,1,1,1,0,11832,0,37320,0,0,0,2,4,0,0,0,0,37320
1,-1,0,0,1,-1,0,1,0,6528,0,42624,0,0,0,8,276,9,0,0,0,8532
1,-1,0,0,1,-1,1,0,0,1760,0,47392,0,0,0,30,1074008404,0,5592,0,0,47392
1,-1,0,0,1,-1,0,0,0,6528,11584,31040,0,0,0,4,20,8,0,6,1072,6424
1,-1,0,0,1,-1,1,1,0,1760,1072,46320,0,0,0,18,266580,0,5592,6,1072,46320
1,-1,0,0,1,0,0,1,676,48476,0,0,0,0,0,0,0,8,0,0,0,0
1,-1,0,0,1,0,1,0,0,1760,0,47392,0,0,0,2,4,0,0,0,0,47392
1,-1,0,0,1,0,0,0,0,6528,0,42624,0,0,0,2,4,7,0,0,0,10072
1,-1,0,0,1,0,1,1,128,14752,0,34272,0,0,0,2,4,8,0,0,0,4768
1,-1,0,0,1,1,0,1,0,16384,0,0,0,32768,0,0,0,7,0,0,0,0
1,-1,0,0,1,1,1,0,0,13717,0,35435,0,0,0,2,4,1,0,0,0,4768
1,-1,0,0,1,1,0,0,0,49152,0,0,0,0,0,0,0,8,0,0,0,0
1,-1,0,0,1,1,1,1,0,5260,0,11124,0,32768,0,2,4,6,0,0,0,4768
1,-1,0,1,-1,-1,0,1,0,2688,0,0,0,46464,0,0,0,7,0,0,0,0
1,-1,0,1,-1,-1,1,0,0,651,0,0,0,48501,0,0,0,0,0,0,0,0
1,-1,0,1,-1,-1,0,0,0,2688,0,46464,0,0,0,2,4,7,0,0,0,10095
1,-1,0,1,-1,-1,1,1,0,651,0,0,0,48501,0,0,0,0,0,0,0,0
1,-1,0,1,-1,0,0,1,0,49152,0,0,0,0,0,0,0,7,0,0,0,0
1,-1,0,1,-1,0,1,0,0,49152,0,0,0,0,0,0,0,14,0,0,0,0
1,-1,0,1,-1,0,0,0,0,2688,46464,0,0,0,0,0,0,7,0,6,11181,0
1,-1,0,1,-1,0,1,1,0,2688,46464,0,0,0,0,0,0,7,0,6,11181,0
1,-1,0,1,-1,1,0,1,0,9728,0,39424,0,0,0,2,4,7,0,0,0,6914
1,-1,0,1,-1,1,1,0,0,5172,0,43980,0,0,0,4,20,8,0,0,0,27294
1,-1,0,1,-1,1,0,0,0,9728,0,39424,0,0,0,2,4,7,0,0,0,6914
1,-1,0,1,-1,1,1,1,0,5172,0,43980,0,0,0,4,20,8,0,0,0,27294
1,-1,0,1,0,-1,0,1,0,49152,0,0,0,0,0,0,0,7,0,0,0,0
1,-1,0,1,0,-1,1,0,0,11832,0,37320,0,0,0,2,4,0,0,0,0,37320
1,-1,0,1,0,-1,0,0,0,49152,0,0,0,0,0,0,0,7,0,0,0,0
1,-1,0,1,0,-1,1,1,0,11832,0,37320,0,0,0,2,4,0,0,0,0,37320
1,-1,0,1,0,0,0,1,0,49152,0,0,0,0,0,0,0,7,0,0,0,0
1,-1,0,1,0,0,1,0,0,11832,0,37320,0,0,0,2,4,0,0,0,0,37320
1,-1,0,1,0,0,0,0,0,49152,0,0,0,0,0,0,0,7,0,0,0,0
1,-1,0,1,0,0,1,1,0,11832,0,37320,0,0,0,2,4,0,0,0,0,37320
1,-1,0,1,0,1,0,1,0,49152,0,0,0,0,0,0,0,7,0,0,0,0
1,-1,0,1,0,1,1,0,0,11832,0,37320,0,0,0,2,4,0,0,0,0,37320
1,-1,0,1,0,1,0,0,0,49152,0,0,0,0,0,0,0,7,0,0,0,0
1,-1,0,1,0,1,1,1,0,11832,0,37320,0,0,0,2,4,0,0,0,0,37320
1,-1,0,1,1,-1,0,1,0,49152,0,0,0,0,0,0,0,7,0,0,0,0
1,-1,0,1,1,-1,1,0,0,11832,0,37320,0,0,0,2,4,0,0,0,0,37320
1,-1,0,1,1,-1,0,0,0,49152,0,0,0,0,0,0,0,7,0,0,0,0
1,-1,0,1,1,-1,1,1,0,11832,0,37320,0,0,0,2,4,0,0,0,0,37320
1,-1,0,1,1,0,0,1,0,49152,0,0,0,0,0,0,0,7,0,0,0,0
1,-1,0,1,1,0,1,0,0,11832,0,37320,0,0,0,2,4,0,0,0,0,37320
1,-1,0,1,1,0,0,0,0,49152,0,0,0,0,0,0,0,7,0,0,0,0
1,-1,0,1,1,0,1,1,0,11832,0,37320,0,0,0,2,4,0,0,0,0,37320
1,-1,0,1,1,1,0,1,0,49152,0,0,0,0,0,0,0,7,0,0,0,0
1,-1,0,1,1,1,1,0,0,11832,0,37320,0,0,0,2,4,0,0,0,0,37320
1,-1,0,1,1,1,0,0,0,49152,0,0,0,0,0,0,0,7,0,0,0,0
1,-1,0,1,1,1,1,1,0,11832,0,37320,0,0,0,2,4,0,0,0,0,37320
1,-1,1,-1,-1,-1,0,1,0,18992,0,30160,0,0,0,2,4,4,0,0,0,22608
1,-1,1,-1,-1,-1,1,0,0,18992,0,30160,0,0,0,2,4,4,0,0,0,22608
1,-1,1,-1,-1,-1,0,0,0,18992,0,30160,0,0,0,2,4,4,0,0,0,22608
1,-1,1,-1,-1,-1,1,1,0,18992,0,30160,0,0,0,2,4,4,0,0,0,22608
1,-1,1,-1,-1,0,0,1,0,18992,0,30160,0,0,0,2,4,4,0,0,0,22608
1,-1,1,-1,-1,0,1,0,0,18992,0,30160,0,0,0,2,4,4,0,0,0,22608
1,-1,1,-1,-1,0,0,0,0,18992,0,30160,0,0,0,2,4,4,0,0,0,22608
1,-1,1,-1,-1,0,1,1,0,18992,0,30160,0,0,0,2,4,4,0,0,0,22608
1,-1,1,-1,-1,1,0,1,0,18992,0,30160,0,0,0,2,4,4,0,0,0,22608
1,-1,1,-1,-1,1,1,0,0,18992,0,30160,0,0,0,2,4,4,0,0,0,22608
1,-1,1,-1,-1,1,0,0,0,18992,0,30160,0,0,0,2,4,4,0,0,0,22608
1,-1,1,-1,-1,1,1,1,0,18992,0,30160,0,0,0,2,4,4,0,0,0,22608
1,-1,1,-1,0,-1,0,1,0,18992,0,30160,0,0,0,2,4,4,0,0,0,22608
1,-1,1,-1,0,-1,1,0,0,18992,0,30160,0,0,0,2,4,4,0,0,0,22608
1,-1,1,-1,0,-1,0,0,0,18992,0,30160,0,0,0,2,4,4,0,0,0,22608
1,-1,1,-1,0,-1,1,1,0,18992,0,30160,0,0,0,2,4,4,0,0,0,22608
1,-1,1,-1,0,0,0,1,0,18992,0,30160,0,0,0,2,4,4,0,0,0,22608
1,-1,1,-1,0,0,1,0,0,18992,0,30160,0,0,0,2,4,4,0,0,0,22608
1,-1,1,-1,0,0,0,0,0,18992,0,30160,0,0,0,2,4,4,0,0,0,22608
1,-1,1,-1,0,0,1,1,0,18992,0,30160,0,0,0,2,4,4,0,0,0,22608
1,-1,1,-1,0,1,0,1,0,18992,0,30160,0,0,0,2,4,4,0,0,0,22608
1,-1,1,-1,0,1,1,0,0,18992,0,30160,0,0,0,2,4,4,0,0,0,22608
1,-1,1,-1,0,1,0,0,0,18992,0,30160,0,0,0,2,4,4,0,0,0,22608
1,-1,1,-1,0,1,1,1,0,18992,0,30160,0,0,0,2,4,4,0,0,0,22608
1,-1,1,-1,1,-1,0,1,0,12576,0,36576,0,0,0,2,4,4,0,0,0,21088
1,-1,1,-1,1,-1,1,0,6,20298,0,28848,0,0,0,2,4,5,0,0,0,15232
1,-1,1,-1,1,-1,0,0,0,10912,4784,33456,0,0,0,4,20,4,0,4,2208,20512
1,-1,1,-1,1,-1,1,1,0,10912,4784,33456,0,0,0,4,20,4,0,4,2208,20512
1,-1,1,-1,1,0,0,1,0,29408,0,19744,0,0,0,2,4,8,0,0,0,4032
1,-1,1,-1,1,0,1,0,0,12784,0,36368,0,0,0,2,4,6,0,0,0,23304
1,-1,1,-1,1,0,0,0,0,7680,5104,36368,0,0,0,2,4,4,0,6,2720,27880
1,-1,1,-1,1,0,1,1,0,16252,13156,19744,0,0,0,2,4,7,0,6,2720,4896
1,-1,1,-1,1,1,0,1,0,9382,0,9716,0,30054,0,2,4,5,0,0,0,4032
1,-1,1,-1,1,1,1,0,0,19386,0,29766,0,0,0,2,4,5,0,0,0,4032
1,-1,1,-1,1,1,0,0,0,21104,0,28048,0,0,0,2,4,4,0,0,0,4032
1,-1,1,-1,1,1,1,1,0,9532,0,9300,0,30320,0,2,4,6,0,0,0,4032
1,-1,1,0,-1,-1,0,1,0,128,0,16256,0,32768,0,2,4,6,0,0,0,3906
1,-1,1,0,-1,-1,1,0,0,588,0,48564,0,0,0,2,4,6,0,0,0,3906
1,-1,1,0,-1,-1,0,0,0,128,0,49024,0,0,0,4,20,4,0,0,0,6546
1,-1,1,0,-1,-1,1,1,0,128,0,16256,0,32768,0,4,20,5,0,0,0,6546
1,-1,1,0,-1,0,0,1,128,9600,0,39424,0,0,0,2,4,8,0,0,0,3906
1,-1,1,0,-1,0,1,0,0,128,0,49024,0,0,0,4,20,8,0,0,0,27924
1,-1,1,0,-1,0,0,0,0,128,0,49024,0,0,0,4,20,8,0,0,0,27924
1,-1,1,0,-1,0,1,1,128,9600,0,39424,0,0,0,2,4,8,0,0,0,3906
1,-1,1,0,-1,1,0,1,0,128,0,49024,0,0,0,8,276,8,0,0,0,25980
1,-1,1,0,-1,1,1,0,0,128,0,49024,0,0,0,8,276,8,0,0,0,25980
1,-1,1,0,-1,1,0,0,0,128,12430,36594,0,0,0,8,276,4,0,6,6507,25608
1,-1,1,0,-1,1,1,1,0,128,12430,36594,0,0,0,8,276,4,0,6,6507,25608
1,-1,1,0,0,-1,0,1,0,18992,0,30160,0,0,0,2,4,4,0,0,0,22608
1,-1,1,0,0,-1,1,0,0,18992,0,30160,0,0,0,2,4,4,0,0,0,22608
1,-1,1,0,0,-1,0,0,0,18992,0,30160,0,0,0,2,4,4,0,0,0,22608
1,-1,1,0,0,-1,1,1,0,18992,0,30160,0,0,0,2,4,4,0,0,0,22608
1,-1,1,0,0,0,0,1,0,18992,0,30160,0,0,0,2,4,4,0,0,0,22608
1,-1,1,0,0,0,1,0,0,18992,0,30160,0,0,0,2,4,4,0,0,0,22608
1,-1,1,0,0,0,0,0,0,18992,0,30160,0,0,0,2,4,4,0,0,0,22608
1,-1,1,0,0,0,1,1,0,18992,0,30160,0,0,0,2,4,4,0,0,0,22608
1,-1,1,0,0,1,0,1,0,18992,0,30160,0,0,0,2,4,4,0,0,0,22608
1,-1,1,0,0,1,1,0,0,18992,0,30160,0,0,0,2,4,4,0,0,0,22608
1,-1,1,0,0,1,0,0,0,18992,0,30160,0,0,0,2,4,4,0,0,0,22608
1,-1,1,0,0,1,1,1,0,18992,0,30160,0,0,0,2,4,4,0,0,0,22608
1,-1,1,0,1,-1,0,1,0,2283,0,46869,0,0,0,8,276,18,0,0,0,29360
1,-1,1,0,1,-1,1,0,204,9500,0,39448,0,0,0,4,20,13,0,0,0,14328
1,-1,1,0,1,-1,0,0,0,2283,2666,44203,0,0,0,8,276,13,0,4,1008,30592
1,-1,1,0,1,-1,1,1,0,2283,2755,44114,0,0,0,8,276,13,0,4,1008,30716
1,-1,1,0,1,0,0,1,128,29280,0,19744,0,0,0,2,4,9,0,0,0,2480
1,-1,1,0,1,0,1,0,0,2945,0,46207,0,0,0,2,4,6,0,0,0,25384
1,-1,1,0,1,0,0,0,0,2283,1556,45313,0,0,0,2,4,4,0,6,1072,31608
1,-1,1,0,1,0,1,1,128,16124,13156,19744,0,0,0,2,4,8,0,6,1072,3152
1,-1,1,0,1,1,0,1,0,5748,0,9460,0,33944,0,2,4,7,0,0,0,2480
1,-1,1,0,1,1,1,0,0,15286,0,33866,0,0,0,2,4,5,0,0,0,2480
1,-1,1,0,1,1,0,0,0,15530,0,33622,0,0,0,4,20,4,0,0,0,5154
1,-1,1,0,1,1,1,1,0,5436,0,8596,0,35120,0,4,20,6,0,0,0,3560
1,-1,1,1,-1,-1,0,1,0,1504,0,18284,0,29364,0,2,4,5,0,0,0,6914
1,-1,1,1,-1,-1,1,0,0,2799,0,46353,0,0,0,2,4,8,0,0,0,6914
1,-1,1,1,-1,-1,0,0,0,1812,0,47340,0,0,0,4,20,7,0,0,0,9994
1,-1,1,1,-1,-1,1,1,0,1812,0,17976,0,29364,0,4,20,7,0,0,0,9994
1,-1,1,1,-1,0,0,1,0,9728,0,39424,0,0,0,2,4,7,0,0,0,6914
1,-1,1,1,-1,0,1,0,0,5172,0,43980,0,0,0,4,20,8,0,0,0,27294
1,-1,1,1,-1,0,0,0,0,5172,0,43980,0,0,0,4,20,8,0,0,0,27294
1,-1,1,1,-1,0,1,1,0,9728,0,39424,0,0,0,2,4,7,0,0,0,6914
1,-1,1,1,-1,1,0,1,0,5172,0,43980,0,0,0,2,4,4,0,0,0,27294
1,-1,1,1,-1,1,1,0,0,5172,0,43980,0,0,0,2,4,4,0,0,0,27294
1,-1,1,1,-1,1,0,0,0,2945,16047,30160,0,0,0,2,4,4,0,6,11181,22608
1,-1,1,1,-1,1,1,1,0,2945,16047,30160,0,0,0,2,4,4,0,6,11181,22608
1,-1,1,1,0,-1,0,1,0,18992,0,30160,0,0,0,2,4,4,0,0,0,22608
1,-1,1,1,0,-1,1,0,0,18992,0,30160,0,0,0,2,4,4,0,0,0,22608
1,-1,1,1,0,-1,0,0,0,18992,0,30160,0,0,0,2,4,4,0,0,0,22608
1,-1,1,1,0,-1,1,1,0,18992,0,30160,0,0,0,2,4,4,0,0,0,22608
1,-1,1,1,0,0,0,1,0,18992,0,30160,0,0,0,2,4,4,0,0,0,22608
1,-1,1,1,0,0,1,0,0,18992,0,30160,0,0,0,2,4,4,0,0,0,22608
1,-1,1,1,0,0,0,0,0,18992,0,30160,0,0,0,2,4,4,0,0,0,22608
1,-1,1,1,0,0,1,1,0,18992,0,30160,0,0,0,2,4,4,0,0,0,22608
1,-1,1,1,0,1,0,1,0,18992,0,30160,0,0,0,2,4,4,0,0,0,22608
1,-1,1,1,0,1,1,0,0,18992,0,30160,0,0,0,2,4,4,0,0,0,22608
1,-1,1,1,0,1,0,0,0,18992,0,30160,0,0,0,2,4,4,0,0,0,22608
1,-1,1,1,0,1,1,1,0,18992,0,30160,0,0,0,2,4,4,0,0,0,22608
1,-1,1,1,1,-1,0,1,0,18992,0,30160,0,0,0,2,4,4,0,0,0,22608
1,-1,1,1,1,-1,1,0,0,18992,0,30160,0,0,0,2,4,4,0,0,0,22608
1,-1,1,1,1,-1,0,0,0,18992,0,30160,0,0,0,2,4,4,0,0,0,22608
1,-1,1,1,1,-1,1,1,0,18992,0,30160,0,0,0,2,4,4,0,0,0,22608
1,-1,1,1,1,0,0,1,0,18992,0,30160,0,0,0,2,4,4,0,0,0,22608
1,-1,1,1,1,0,1,0,0,18992,0,30160,0,0,0,2,4,4,0,0,0,22608
1,-1,1,1,1,0,0,0,0,18992,0,30160,0,0,0,2,4,4,0,0,0,22608
1,-1,1,1,1,0,1,1,0,18992,0,30160,0,0,0,2,4,4,0,0,0,22608
1,-1,1,1,1,1,0,1,0,18992,0,30160,0,0,0,2,4,4,0,0,0,22608
1,-1,1,1,1,1,1,0,0,18992,0,30160,0,0,0,2,4,4,0,0,0,22608
1,-1,1,1,1,1,0,0,0,18992,0,30160,0,0,0,2,4,4,0,0,0,22608
1,-1,1,1,1,1,1,1,0,18992,0,30160,0,0,0,2,4,4,0,0,0,22608
1,0,-1,-1,-1,-1,0,1,0,49152,0,0,0,0,0,0,0,0,0,0,0,0
1,0,-1,-1,-1,-1,1,0,0,49152,0,0,0,0,0,0,0,0,0,0,0,0
1,0,-1,-1,-1,-1,0,0,0,49152,0,0,0,0,0,0,0,0,0,0,0,0
1,0,-1,-1,-1,-1,1,1,0,49152,0,0,0,0,0,0,0,0,0,0,0,0
1,0,-1,-1,-1,0,0,1,0,49152,0,0,0,0,0,0,0,0,0,0,0,0
1,0,-1,-1,-1,0,1,0,0,49152,0,0,0,0,0,0,0,0,0,0,0,0
1,0,-1,-1,-1,0,0,0,0,49152,0,0,0,0,0,0,0,0,0,0,0,0
1,0,-1,-1,-1,0,1,1,0,49152,0,0,0,0,0,0,0,0,0,0,0,0
1,0,-1,-1,-1,1,0,1,0,49152,0,0,0,0,0,0,0,0,0,0,0,0
1,0,-1,-1,-1,1,1,0,0,49152,0,0,0,0,0,0,0,0,0,0,0,0
1,0,-1,-1,-1,1,0,0,0,49152,0,0,0,0,0,0,0,0,0,0,0,0
1,0,-1,-1,-1,1,1,1,0,49152,0,0,0,0,0,0,0,0,0,0,0,0
1,0,-1,-1,0,-1,0,1,0,49152,0,0,0,0,0,0,0,0,0,0,0,0
1,0,-1,-1,0,-1,1,0,0,49152,0,0,0,0,0,0,0,0,0,0,0,0
1,0,-1,-1,0,-1,0,0,0,49152,0,0,0,0,0,0,0,0,0,0,0,0
1,0,-1,-1,0,-1,1,1,0,49152,0,0,0,0,0,0,0,0,0,0,0,0
1,0,-1,-1,0,0,0,1,0,49152,0,0,0,0,0,0,0,0,0,0,0,0
1,0,-1,-1,0,0,1,0,0,49152,0,0,0,0,0,0,0,0,0,0,0,0
1,0,-1,-1,0,0,0,0,0,49152,0,0,0,0,0,0,0,0,0,0,0,0
1,0,-1,-1,0,0,1,1,0,49152,0,0,0,0,0,0,0,0,0,0,0,0
1,0,-1,-1,0,1,0,1,0,49152,0,0,0,0,0,0,0,0,0,0,0,0
1,0,-1,-1,0,1,1,0,0,49152,0,0,0,0,0,0,0,0,0,0,0,0
1,0,-1,-1,0,1,0,0,0,49152,0,0,0,0,0,0,0,0,0,0,0,0
1,0,-1,-1,0,1,1,1,0,49152,0,0,0,0,0,0,0,0,0,0,0,0
1,0,-1,-1,1,-1,0,1,0,18992,0,30160,0,0,0,2,4,4,0,0,0,22608
1,0,-1,-1,1,-1,1,0,0,18992,0,30160,0,0,0,2,4,4,0,0,0,22608
1,0,-1,-1,1,-1,0,0,0,18992,0,30160,0,0,0,2,4,4,0,0,0,22608
1,0,-1,-1,1,-1,1,1,0,18992,0,30160,0,0,0,2,4,4,0,0,0,22608
1,0,-1,-1,1,0,0,1,0,49152,0,0,0,0,0,0,0,7,0,0,0,0
